category,project,InducingDate,BugFixing,FixingDates,InducingMessage
Quantum Annealing,dwavesystems/dwave-system,4e0fee0c72f25fc1f16361027740effc580b05c9,2020-08-28T20:26:37Z,ca8aacdaffa9ad39b6a0183f67232690075f28b1/,2020-09-11 14:33:53-07:00/,Edited chain strength formula to use bqm.num_interactions
Quantum Annealing,dwavesystems/dwave-system,06e422c78e5763a80e02e38d91c0fadff25e0a4e,2018-10-01T21:53:07Z,d4fd4432fd402c8f08235dbe1391fc5753bfc63c/,2019-06-17 15:21:35-07:00/,Fix initial_state parameter with VirtualGraphComposite
Quantum Annealing,dwavesystems/dwave-system,bae8cbf336565b6e3c90b28ba1c5d4523d7e96e3,2018-09-06T17:32:20Z,cef1c0ab0b4e546d184740161c583fa490db8339/,2019-11-19 09:14:01-08:00/,Fix anneal schedule tests for python2.7
Quantum Annealing,dwavesystems/dwave-system,aeb7bca0a6ac2b578f7731204d3b2885a599c522,2017-12-27T23:47:45Z,1dca71b0d848c6a22830571c6b1c91e511da691f/2672b1eb2c93873abbe1eda88524a1abe27f3350/55e37d6dc8f36e27f64383eb01a6b317e1cfbf96/,2018-02-22 18:26:13-08:00/2018-03-06 16:29:33-08:00/2018-04-09 14:05:45-07:00/,Add documentation for composite
Quantum Annealing,dwavesystems/dwave-system,bdbc1875f34bc765dd5b8c805096e02964df146a,2018-06-28T18:45:53Z,5808bfbfec5f1b56e14cdcca202ceacd44de0cfd/,2018-08-08 08:51:43-07:00/,Build sdist as part of CI tests
Quantum Annealing,dwavesystems/dwave-system,81ed49a9ce7f8f956a6b6deb716a1a2466e5422d,2019-06-18T18:09:27Z,59a9bae9bfd34b3e7d6312a067f338b548f87fdd/,2019-06-20 09:43:11-07:00/,"Update version 0.7.3 -> 0.7.4

New Features
------------
* `chain_break_method` sampling parameter for embedding composites
* `EmbeddingComposite` accepts a `find_embedding` parameter
* `ramp` schedule function
* `AutoEmbeddingComposite`
* Embedding composites now use depth first search to find the structure of their children
* Add new `scale_aware` keyword argument for embedding composites so they work nicely with the `ScaleComposite`
* `DWaveSampler` now raises an exception when the problem does not match the QPU

Fixes
-----
* `VirtualGraphComposite` now correctly uses the `chain_strength` provided/calculated at construction

Changes
-------
* Deprecated `FixedEmbeddingComposite`'s `source_adjacency` parameter"
Quantum Annealing,dwavesystems/dwave-system,469945800e5170187d554a59b53fe0a28cc50348,2018-05-18T20:08:29Z,fffc80783bc8e469eeb048573d35a0a8b23b1355/,2018-06-06 15:22:30-07:00/,Warning if dwave-system-tuning package not found.
Quantum Annealing,dwavesystems/dwave-system,fc6089ed04f8bf041baef53bf1b7d7b60e33042f,2018-09-26T12:57:50Z,cb148463c64e7b34f9259c0b0b8573f55e94aeb9/0b177c7d425529ea86828a8acbf20bc3fbaa6de3/6366f58b80438d53b020d26d709952ff343d148f/f3c03c82f03e624a1d080ec3b299e3559a7bcfa0/ddb10d655d7177b1128b58184c63e0214e92d7e2/9745301ca9ffed9b2fc5b86395baa45652918456/487b53d533773c40f634091fd836beba4a3e8dfa/d69715a900263c2f7b5f31be6d659ecf7fcae253/,2018-12-20 16:04:14-08:00/2018-10-18 16:37:18-07:00/2019-06-12 13:43:51-07:00/2019-09-10 10:31:17-07:00/2019-06-13 11:57:31-07:00/2019-01-07 12:00:11-08:00/2018-10-19 11:42:35-07:00/2019-05-17 16:14:57-07:00/,Propagate chain_break_fraction to sample methods
Quantum Annealing,dwavesystems/dwave-system,8a7bc443b77bbb6d10fcdec3f49fafd955e0232a,2020-06-23T18:19:07Z,cfec1fa6e34631403a3fcabd556ec954e14f7d29/,2020-07-20 10:09:51-07:00/,"Update version 0.9.5 -> 0.9.6

Fixes
-----
* `LeapHybridSampler` now correctly chooses solvers that accept the `bqm` problem type

New Features
------------
* Biclique support for Pegasus"
Quantum Annealing,dwavesystems/dwave-system,3000903e590784e4ba5ba2da54191dbeb5d3245f,2017-12-27T23:54:18Z,b2bae3db5eb2f4a7395bf6a1c7060f6acaafaa2d/1dca71b0d848c6a22830571c6b1c91e511da691f/,2018-02-07 15:40:36-08:00/2018-02-22 18:26:13-08:00/,Add documentation for response
Quantum Annealing,dwavesystems/dwave-system,7c137377c0fce5a8f5c985dba87c9ab4dc7f6861,2019-01-17T18:37:27Z,bb2d226b0d2b1029662da6dbec67e32a21dc873a/,2019-02-27 10:11:30-08:00/,"Remove dnx version upper bound

We only use very simple dnx functionality that is unlikely to
change."
Quantum Annealing,dwavesystems/dwave-system,70a719d154c9fe33d8f1229c92d666d93a1f3b7a,2018-10-18T16:17:16Z,cb148463c64e7b34f9259c0b0b8573f55e94aeb9/,2018-12-20 16:04:14-08:00/,Fix error message in chimera.find_grid_embedding
Quantum Annealing,dwavesystems/dwave-system,f14ae1eff95697fa8ff88e84fefe123f00ef3bf8,2018-05-04T18:52:25Z,6bcf7fac6d29a311ac57e4b70b57146a9cae4f29/5e59a66759f2e394aab536e4aa911a130e82e334/d13f4ad67d34b1bb41d8d9a58d6ea7ced588ecc5/0896f7b61b2ff8d17f7fe170f5a527867d6dd08d/46e362e2f5b482cf418f2c8c3cac5b49f5a20a51/785fd14fba423a70f84cc7c346ba4f3d5e3fd580/dc14350a8bd741c265e683cf6cb11f596466e822/,2018-06-06 08:52:53-07:00/2018-08-28 14:35:10-07:00/2018-05-04 13:20:26-07:00/2019-06-20 16:50:07-07:00/2019-06-17 12:57:36-07:00/2018-09-19 10:26:43-07:00/2018-08-13 13:41:57-07:00/,Add additional integration tests
Quantum Annealing,dwavesystems/dwave-system,8e84f7d9ea3b695c4560580c4936a41e312e32ba,2017-12-28T23:18:18Z,228d538fdc9ced9c070949f715391ff8495e54d8/,2018-02-22 11:14:55-08:00/,try travis encrypt
Quantum Annealing,dwavesystems/dwave-system,fa5d1333dd6afe9d3ce8d8526474ff3c9abf0824,2020-03-18T17:41:55Z,b21a8f37f6c9ff176a9470c8176bf365ed5bd611/,2020-06-29 10:53:38-07:00/,Add *kwargs and some properties to testing/MockDWaveSampler
Quantum Annealing,dwavesystems/dwave-system,23c0c565dfb3b3c71866659a0dfdeb831259aa83,2018-12-17T19:08:25Z,aaabf9f9bd549baa021bacd9e490322b157c0b48/840d34a23d878ba7151add5c8e53d062784e15f8/b9eee598b108475e7a43402a3c243779bf76a707/afa546f7847445215354237d01e8f2db83f30ed7/13c3dc4ecc45bdc7ad24dab17bbc32c9159c2c7a/f39148177b9f19c93d0c3eaabb8bf72fd1f60105/,2019-11-28 14:55:57-08:00/2018-12-18 18:00:47-08:00/2018-12-17 14:10:01-08:00/2018-12-17 17:44:26-08:00/2018-12-17 11:52:48-08:00/2018-12-18 18:50:53-08:00/,Move pegasus fragmentation function to dwave_netowrkx/generators/pegasus.py. Update unit tests accordingly
Quantum Annealing,dwavesystems/dwave-system,4b3ae0bf53f141ac030b62d3de35a09c348f38cd,2018-10-09T21:47:00Z,794d9171ee0499706bed7fdedf8faa192cd99d22/665f42f3f63bdbcdbc2e1e102c581ffb6113f1a3/84ad3fc9be703fccb4228378729754896295cba3/,2018-10-19 11:37:47-07:00/2018-10-10 17:09:48-07:00/2018-10-11 09:58:29-07:00/,Alternative implementing LazyEmbeddingComposite; no longer passing an attribute as an arguement
Quantum Annealing,dwavesystems/dwave-system,82685841fc8bb61d1ae5477e6a95c02954bf73e9,2018-02-07T21:43:02Z,367a3d4ab95af3d8629b29ef762e5c7d228741f4/22d24cc30e43f0441b8920058cdb71eb250a3c29/,2018-02-08 16:16:57-08:00/2018-03-05 15:48:17-08:00/,Update requirements.txt to be more specific
Quantum Annealing,dwavesystems/dwave-system,565be5752b1a71986ed9c6255a0daf791139057f,2020-01-31T21:24:36Z,0c686763d508d0f1147469dd290c1b310cbc0e3f/,2020-02-18 09:26:23-08:00/,Update version 0.8.1 -> 0.8.2.dev1
Quantum Annealing,dwavesystems/dwave-system,2e86874935ded8263d7658f39e9c49e6b991fc7f,2020-09-11T20:38:53Z,df95995fd4b2125bafdee636d2359710c0f0c14b/,2020-09-14 12:13:27-07:00/,Update cutoff composites
Quantum Annealing,dwavesystems/dwave-system,af7328dbf98cfa96b538bbf3a43646fbe870dda0,2018-06-06T22:24:47Z,a0062ef541aed48001abe794e78143175a782a93/,2018-12-14 09:40:56-08:00/,Restructure tests
Quantum Annealing,dwavesystems/dwave-system,95c9e5ddb0e798192f6186f1608d2d24a519dde5,2020-02-21T18:38:16Z,d61a96541e97134f1d9aac28ef3542cd5137b05d/53fb610b275845df2aa06db77536d414316c2e7c/,2020-03-27 10:03:47-07:00/2020-02-22 08:41:55-08:00/,fix unit tests for connection_close default
Quantum Annealing,dwavesystems/dwave-system,56495adfa48db65a8b8bb46f867cb4560c3d4171,2019-03-18T18:25:34Z,bc556e60be959d2b563ea3b03a4c18088b1d4ab3/52f5db671283d2f97ece3711c8c1263ac2c8d109/,2019-08-19 13:53:59-07:00/2019-03-18 11:54:43-07:00/,Removed numpy dependency and made efficiency tweaks.
Quantum Annealing,dwavesystems/dwave-system,14e24e4eaf53a3fe95a382c3645735b58256911b,2018-05-14T19:52:42Z,e5a99eaac6a60131e252cc6c46890522cd4f725f/,2018-09-17 14:55:13-07:00/,Fix link to main contributing page
Quantum Annealing,dwavesystems/dwave-system,43a9d4b5cd0e84b198b9ba712cb8e4a28a498c85,2017-12-12T17:11:34Z,b0c3aa5b6576ff293d2ba8a204b2b28b99afa626/,2018-01-05 10:24:47-08:00/,Remove call to embedding database for now
Quantum Annealing,dwavesystems/dwave-system,b201b6d77c7b9f63387e6bf5bcc981d06f4d1948,2019-11-18T23:52:29Z,223587e092d980fea1b1308f2e8f699ecc2f4e4b/e99e56ce70abfcb0649d8da8db1d39745ee2c818/0a7ad5bfdbc3e7ea379c21672d2dcf32122b5fdf/cef1c0ab0b4e546d184740161c583fa490db8339/8325e2af182dfc57d2da6c04f7d3f8d307cc14df/c717bb3aa34e230148eefa9bf035ac1e29f4dc64/,2020-09-22 12:54:58-07:00/2020-02-05 15:27:39-08:00/2019-11-18 16:09:01-08:00/2019-11-19 09:14:01-08:00/2019-11-18 16:10:20-08:00/2020-02-26 17:22:09-08:00/,Add DWaveFailoverSampler
Quantum Annealing,dwavesystems/dwave-system,ddbfc952cab5459e58240f7f2cf1b09466561c34,2020-02-24T17:31:28Z,ff7f1f5866547220bbea503f50652e3c33a9c998/,2020-03-05 13:53:08-08:00/,Fix links
Quantum Annealing,dwavesystems/dwave-system,30179cca4d5c93ed4dfcbfab2ff6448404b162d9,2020-03-19T18:58:34Z,5358883832b462cda0fdf29b3ff317e1ccf0d38d/,2020-09-22 14:33:06-07:00/,Update common_working_graph
Quantum Annealing,dwavesystems/dwave-system,ebe7a6792663775d9354c78ccd83c04e766c47f3,2018-01-09T23:53:17Z,7a6072f2d4d25c4935415237190f66596b69cf17/ff87a425ddc6f146b42e89f3a4898b640e7ecac7/2f9c064699f0c883fedce28f4a9de3a99663f2dc/2672b1eb2c93873abbe1eda88524a1abe27f3350/699bdda2431f37d9f1a6ca34f0b0677baf358ce4/,2018-04-03 15:17:33-07:00/2018-01-09 16:28:41-08:00/2018-01-10 15:35:34-08:00/2018-03-06 16:29:33-08:00/2018-01-10 12:46:27-08:00/,"More cleanup, bugs, and docs"
Quantum Annealing,dwavesystems/dwave-system,f39148177b9f19c93d0c3eaabb8bf72fd1f60105,2018-12-19T02:50:53Z,b00a38015062037e59a0cf52d52b780a059260d1/,2018-12-21 10:36:07-08:00/,Move fragmentation tests to dwave_networkx/generators/tests
Quantum Annealing,dwavesystems/dwave-system,0bce6237c26a71a1cbbd4a62c453a7167a866f89,2017-12-27T22:11:53Z,c31ab2e39891f30a0b88d3ddc8312b348f3fccdb/217eae6145d04024d5cbb2f6552ceb0918170932/,2017-12-28 09:31:33-08:00/2018-01-08 17:30:11-08:00/,Add minorminer and embedding_utilities dependency
Quantum Annealing,dwavesystems/dwave-system,783c7d701a6a0b04312d31fd079700fe5f97537e,2020-03-19T18:42:11Z,9a9316452daaecbccec01e264fcc0866ff0959a5/,2020-04-01 09:55:29-07:00/,Move MockLeapHybridSolver to testing.py
Quantum Annealing,dwavesystems/dwave-system,74dbaa71bfddc5edd838c8d9d3c648c3cdb9a8fc,2018-05-04T20:22:23Z,750b52039db6b407698bb782e2230159009315dc/,2018-09-28 12:10:38-07:00/,Update README badges
Quantum Annealing,dwavesystems/dwave-system,0896f7b61b2ff8d17f7fe170f5a527867d6dd08d,2019-06-20T23:50:07Z,7cdaa751353e9e9e2ccccde6d27a8120fbf2190c/9bd56c5316f590fe084a0f992d29ffae8505a099/03a414cab0de86752af07791f39cc28075223525/6263036cc9eb78d0a3ca7a97423b77e7ef27cb33/,2019-09-27 09:45:48-07:00/2019-08-12 17:06:30-07:00/2020-07-23 14:44:11-07:00/2019-09-27 09:46:54-07:00/,"Refactor integration tests

* Speeds up the tests
* Closes the connections"
Quantum Annealing,dwavesystems/dwave-system,cef1c0ab0b4e546d184740161c583fa490db8339,2019-11-19T17:14:01Z,c717bb3aa34e230148eefa9bf035ac1e29f4dc64/569dc41b16b2c5306f0824edcdb4c9e2c24b66ea/9d252daa7306498d520fac5217b7882242390b95/,2020-02-26 17:22:09-08:00/2020-01-18 07:29:31-08:00/2020-07-17 12:44:08-07:00/,Replace DWaveFailoverSampler with a DWaveSampler kwarg
Quantum Annealing,dwavesystems/dwave-system,27e2b0b3b131cceead1d8e481165c6a47b219114,2019-11-13T22:15:22Z,f69aab3002dce19181ff1ab2bc397b4e4aa84a6c/0e73c60f4859b5c21291ef51907fb6d0dc4b456d/15c48ee22c81f001110736213b0e45c4cbea853c/,2019-11-13 16:25:39-08:00/2019-11-13 14:31:50-08:00/2019-12-23 11:48:35-08:00/,"bug fix, all variable handling"
Quantum Annealing,dwavesystems/dwave-system,ad3ebcb4cf4cf7667cb089529ecb9470faf9872c,2018-05-31T17:56:38Z,c073a2680fbf56f6b997ce233b60fe9fb4a1e29c/dc14350a8bd741c265e683cf6cb11f596466e822/5e59a66759f2e394aab536e4aa911a130e82e334/,2019-06-13 15:48:16-07:00/2018-08-13 13:41:57-07:00/2018-08-28 14:35:10-07:00/,Update to dimod 0.6.10
Quantum Annealing,dwavesystems/dwave-system,25107b357de7432c8b0751c44d4da403566ba564,2020-04-01T16:36:16Z,bccc045c3fd8fa24e69808da27a5b570bcb02479/,2020-04-03 10:43:47-07:00/,"Update version 0.9.2 -> 0.9.3

Fixes
-----
* Install `dwave-tabu` which is needed for the `dwave.system.testing` module."
Quantum Annealing,dwavesystems/dwave-system,c717bb3aa34e230148eefa9bf035ac1e29f4dc64,2020-02-27T01:22:09Z,2d0aec8cb0f40d1516848475e1c766e8176e31f8/,2020-03-26 14:32:16-07:00/,Use the dwave-cloud-client's Solver.sample_bqm method
Quantum Annealing,dwavesystems/dwave-system,579dddb62569667a36b2a513c1796daadb3e1151,2020-01-21T17:28:47Z,5ed86f3871bfd3a5902611c4af8036a4ce2b8dc8/2cb2a17a0b3a03aa8cdcb2f9fee004db2b6b2b2b/783c2cf36cf33fd179feb5cf47253f5e2909eab8/68f7ba9a949b921779f1d50b3324171a373ee13d/0fa399d7fee90478d7f2a5465bb4a18e8483e4bf/,2020-01-21 11:42:39-08:00/2020-02-20 16:33:44-08:00/2020-01-22 12:03:04-08:00/2020-01-21 10:12:11-08:00/2020-09-28 14:39:21-07:00/,Add support for FileView format
Quantum Annealing,dwavesystems/dwave-system,6ec6201e9f3a403d2ed51b8a70c9114256ba95a6,2020-01-15T21:59:25Z,2315092628ac7bee1d4e8c5619449689796ba0fb/a2fdfd40826d85ec43ad6dacbca2639771e92eb5/41ce2e1457a6ad3d7e1c8479a8c746acf81bef01/,2020-07-03 11:54:42-07:00/2020-01-17 14:25:16-08:00/2020-09-02 16:55:28-07:00/,Return additional parameters from EmbeddingComposite
Quantum Annealing,dwavesystems/dwave-system,4d432e3199251f131bfafcc746569a4c47735648,2017-11-07T23:00:22Z,228d538fdc9ced9c070949f715391ff8495e54d8/,2018-02-22 11:14:55-08:00/,Add license
Quantum Annealing,dwavesystems/dwave-system,eb9635f4e4debda332dc283bc2226ee996754155,2018-01-02T22:39:55Z,b2bae3db5eb2f4a7395bf6a1c7060f6acaafaa2d/,2018-02-07 15:40:36-08:00/,Add done flag to FutureResponse
Quantum Annealing,dwavesystems/dwave-system,12e3a65ac145c663a631caa9419057c1e0878d75,2018-12-12T00:47:15Z,db79de4ad193331cd40b664785e98355f84aeacd/,2018-12-11 17:09:57-08:00/,Bug fix. Adding perpendicular shift to calculation
Quantum Annealing,dwavesystems/dwave-system,56f2952a70333c0710bae889a1d8cf97765d2775,2018-01-02T22:42:43Z,d43b676e8c6ac6844e58ad188d65df39fab3b8e0/,2018-01-02 16:16:44-08:00/,Update version 0.1.3 -> 0.2.0
Quantum Annealing,dwavesystems/dwave-system,4b678256b10658059334d8e388d546d7cb8ffce3,2018-09-26T19:02:13Z,754bea454b2365bbc2b65d6c77ecb1a22cff4d97/d3df25228a2c307002d20324291636674b0126ea/,2018-10-10 15:20:12-07:00/2018-10-10 13:26:40-07:00/,remove itertools that cuase Py3 problems. fix a relative import issue in __init__
Quantum Annealing,dwavesystems/dwave-system,7f8ffbfa3e9b66539b5bbbb3efba6b4ef8608bbc,2018-12-21T16:39:26Z,ccbecf712a56aeb584991b035f41975871379144/ddb10d655d7177b1128b58184c63e0214e92d7e2/1a218a82675390fa7d5d2856c9903ebdc4e96fdd/a63870cf57f798d0addf3f0f6316a818050fc0be/,2020-08-06 18:27:45-07:00/2019-06-13 11:57:31-07:00/2020-08-18 12:09:21-07:00/2020-08-10 14:33:16-07:00/,Update composites to embed in spin-space
Quantum Annealing,dwavesystems/dwave-system,d4fd4432fd402c8f08235dbe1391fc5753bfc63c,2019-06-17T22:21:35Z,0896f7b61b2ff8d17f7fe170f5a527867d6dd08d/,2019-06-20 16:50:07-07:00/,Simplify VirtualGraphComposite QPU tests
Quantum Annealing,dwavesystems/dwave-system,85fdc9ff46e9428c31a6b940004d715572b5cff3,2018-10-22T18:27:11Z,e8dff22d7229ef741baea229cc8cbc737e1e663c/a0062ef541aed48001abe794e78143175a782a93/1af47bce2de402b5dc3c7d2416c962ec253bed21/cdf4a43ca1d3064c9a79d6b540406487b53ba43a/,2019-01-16 16:27:44-08:00/2018-12-14 09:40:56-08:00/2018-10-22 15:03:55-07:00/2019-07-05 06:51:36-07:00/,Add LazyEmbeddingComposite and its unit tests
Quantum Annealing,dwavesystems/dwave-system,6263036cc9eb78d0a3ca7a97423b77e7ef27cb33,2019-09-27T16:46:54Z,5358883832b462cda0fdf29b3ff317e1ccf0d38d/,2020-09-22 14:33:06-07:00/,Embedding composite test: ensure all solver parameters available
Quantum Annealing,dwavesystems/dwave-system,ba16678da1128bcae26cd9ab3450004752a25de7,2018-05-18T20:29:07Z,e9058c16676e35015df8a46938c5175024024717/,2018-06-28 11:14:33-07:00/,Update version 0.3.1 -> 0.3.2
Quantum Annealing,dwavesystems/dwave-system,0815d0b3476ca13e22a1ccace4ff3863e7b77aea,2019-06-14T18:59:21Z,cfc07cb2b8e77bc1967fb3c514891ad64baf6662/2f1cd7644dc6628e76c069815e6320740b90a0c4/a09f2998b99405934b27f23cf8e211aac3804332/,2019-06-18 11:21:44-07:00/2020-09-11 13:40:19-07:00/2019-06-17 14:40:46-07:00/,Add AutoEmbeddingComposite
Quantum Annealing,dwavesystems/dwave-system,d6ae28de5a610882f3fc476fbea86940d9ec6ae7,2018-12-19T17:55:29Z,76f1db468e22d58b0b30cb2145462838f0cc3a1b/1081edf6e216000d7d6cf03c21b843a10f62e8ab/d37e5bc1721421f278b65f6722fb10d97d269cbd/,2019-07-03 10:58:24-07:00/2020-09-22 15:48:13-07:00/2020-09-01 17:19:10-07:00/,Update sampler
Quantum Annealing,dwavesystems/dwave-system,73dd09aee272c350fb93608dad1e884cf14bb8c6,2020-09-18T23:37:12Z,50f24cfddd8d0425cdb51372a1f70c2de46b53f1/,2020-09-23 13:00:46-07:00/,Rename chain strength function to scaled() and update doc
Quantum Annealing,dwavesystems/dwave-system,4a49999ff811fa7eeb187a353cd89a9dfedaaadf,2017-12-28T18:34:47Z,f05e08d854c883881d8136b1b5409d6d2d3c32fd/2b4e3472afc2332a6fd2193eeafcddc6bd26a4fd/,2017-12-28 10:53:34-08:00/2017-12-28 11:04:34-08:00/,Update secure password
Quantum Annealing,dwavesystems/dwave-system,164fee5087c0ac63a3c60584f05d8204155ddf58,2020-02-21T14:57:46Z,d5b693b97432fe63edb1ff142b75575ab7b0cf1c/,2020-09-09 07:42:19-07:00/,"Select default solver, some minor changes"
Quantum Annealing,dwavesystems/dwave-system,0f185039366a2059600121814d1a673667330730,2018-04-16T21:34:09Z,3d782ec122382820abb44703fb11285caf673153/,2018-05-04 15:16:37-07:00/,Update version 0.2.4 -> 0.2.5
Quantum Annealing,dwavesystems/dwave-system,fba5a044a2e1ac26a98f5476577ab3051d4bac86,2018-06-07T20:51:50Z,54051aab0b424bdf37a81fadbdb77eb8f9169c3d/a0062ef541aed48001abe794e78143175a782a93/d4fd4432fd402c8f08235dbe1391fc5753bfc63c/06e422c78e5763a80e02e38d91c0fadff25e0a4e/f50b7dea3180909f5b4603d1d443f44ebb6a4652/c259b7ac1e469e83dd18a6ebdfc0a8729d64ec96/,2018-09-19 08:02:32-07:00/2018-12-14 09:40:56-08:00/2019-06-17 15:21:35-07:00/2018-10-01 14:53:07-07:00/2019-08-12 17:09:31-07:00/2019-06-17 15:32:19-07:00/,Refactor VirtualGraphComposite
Quantum Annealing,dwavesystems/dwave-system,c9fbd54ce574912b04d11d48d3b8136dce2a2503,2020-07-24T22:34:06Z,d37e5bc1721421f278b65f6722fb10d97d269cbd/,2020-09-01 17:19:10-07:00/,Fix tests to include order_by
Quantum Annealing,dwavesystems/dwave-system,ddb10d655d7177b1128b58184c63e0214e92d7e2,2019-06-13T18:57:31Z,6fc4505d60bb4b988edd94009a3c4b4e2d7337dc/bbec34f846b1e7402be1837009dfbb2b865b00a3/,2019-06-14 12:53:02-07:00/2019-06-13 13:40:43-07:00/,FixedEmbeddingComposite subclasses EmbeddingComposite
Quantum Annealing,dwavesystems/dwave-system,9745301ca9ffed9b2fc5b86395baa45652918456,2019-01-07T20:00:11Z,a75971f7e459755420d2d94c1fa2791fb63c5383/6ec6201e9f3a403d2ed51b8a70c9114256ba95a6/3733aa58ab66744530e43edc2d627a75de327bb3/ccbecf712a56aeb584991b035f41975871379144/dd15776607923175313d2155c1bc85c92e632895/f3c03c82f03e624a1d080ec3b299e3559a7bcfa0/ddb10d655d7177b1128b58184c63e0214e92d7e2/a6eea58bc72c6ea9deb7021b80f30e5d692caa03/2aa2e9372f374afd38f25756365aa1491dd7c254/1f2c3e7839bd64df1e5faf60cbaf3990d53f2b48/243ef31ade168012ccd0a0b8aa84e6491771e6e6/,2019-07-08 12:25:50-07:00/2020-01-15 13:59:25-08:00/2019-06-17 10:25:20-07:00/2020-08-06 18:27:45-07:00/2020-09-14 09:16:20-07:00/2019-09-10 10:31:17-07:00/2019-06-13 11:57:31-07:00/2019-06-18 13:28:24-07:00/2019-06-27 17:23:07-07:00/2020-04-20 12:30:49-07:00/2019-06-27 17:20:13-07:00/,Change unembed_response to unembed_sampleset
Quantum Annealing,dwavesystems/dwave-system,fe19c6b9565188a9edfa3e2500ced73ba2e93658,2020-02-21T20:04:23Z,f5c89d4b3bb7d7750348a8db3c6a9609697becf8/,2020-03-27 10:04:33-07:00/,Change init for proposal from @randomir
Quantum Annealing,dwavesystems/dwave-system,6a5bac7aa4e75ce54cad5b18f01bf304b01e6ed2,2019-02-27T22:52:45Z,011d3590604f698bb076e7875f7601d41f201a13/8d8a08d017942c4a11a9e2394308e16640d7521d/5761c2bee8cdc4a3bb75e84031d80658ab5642a4/,2019-07-04 14:45:21-07:00/2019-02-28 12:53:55-08:00/2019-02-28 09:57:46-08:00/,Refactor CutOffComposite
Quantum Annealing,dwavesystems/dwave-system,17a64d25dd2b8b300e541c75d9b72a667116ee07,2020-01-13T19:45:21Z,671bb5ea12522a2c826d72b2193abf0c0ce4c0b4/,2020-02-24 11:45:18-08:00/,Update example for change to sampleset
Quantum Annealing,dwavesystems/dwave-system,41371d224e3dfe3d429553f2f10fdcd772da3b84,2018-03-06T21:22:04Z,320019f7ef9a56633648e876f0a67d63146f3932/357a5199ad1afc5f833a1b3cfd1a748ad59c6daa/cad6403e2604431436c34c01affe9e54ebffe767/61421352cf1701eec2e092e4c212e0f0521ec6d6/76f1db468e22d58b0b30cb2145462838f0cc3a1b/c03475de9f1a825ec81710ab3c9b6a3d425fde86/c717bb3aa34e230148eefa9bf035ac1e29f4dc64/f6c9042adca62999dd732d30cf6cfabc5e9436fc/40a95f4fe5d8249e11eb443d2dbb454908d8ad7e/84fb29964ca342b233fc7cb27125e165f58e5337/,2018-10-18 09:47:05-07:00/2019-06-18 12:51:53-07:00/2018-03-07 11:29:38-08:00/2018-03-28 12:43:09-07:00/2019-07-03 10:58:24-07:00/2019-06-21 10:42:53-07:00/2020-02-26 17:22:09-08:00/2018-08-31 09:18:46-07:00/2018-03-29 12:19:18-07:00/2019-06-21 13:25:50-07:00/,Document DWaveSampler
Quantum Annealing,dwavesystems/dwave-system,ae040363f07c60983738c00908d52b2d447db6f0,2018-01-12T01:15:04Z,0945c0720cbfe4fb7382d14eef9230460cb0e061/,2018-02-28 16:36:19-08:00/,"Add error for 0 tiled embeddings
Leading question for possibility of incorrect sampler"
Quantum Annealing,dwavesystems/dwave-system,c0620a83b36ca83d7f74bdd02b8e38b00315244f,2018-12-11T21:00:30Z,23c0c565dfb3b3c71866659a0dfdeb831259aa83/2374742c0d5b7cc4836172a03bd88e12ba181c1e/b9eee598b108475e7a43402a3c243779bf76a707/96f1979a707ad12586f5d2f79be13633bae03b9c/13c3dc4ecc45bdc7ad24dab17bbc32c9159c2c7a/47c8323a62cb7c5f5a83f272f9eafcbed3d2daf5/,2018-12-17 11:08:25-08:00/2018-12-11 16:31:02-08:00/2018-12-17 14:10:01-08:00/2018-12-13 19:25:01-08:00/2018-12-17 11:52:48-08:00/2018-12-11 15:49:54-08:00/,Made fragmentize and defragmentize more general to use. Variable name changes
Quantum Annealing,dwavesystems/dwave-system,5e59a66759f2e394aab536e4aa911a130e82e334,2018-08-28T21:35:10Z,c073a2680fbf56f6b997ce233b60fe9fb4a1e29c/bbec34f846b1e7402be1837009dfbb2b865b00a3/ddb10d655d7177b1128b58184c63e0214e92d7e2/854f5dd7f68aa2e4a7f28627330d0ff47c705262/0896f7b61b2ff8d17f7fe170f5a527867d6dd08d/274762d3e49e1ad562cc937e43dad0d055dfc1fe/f6c9042adca62999dd732d30cf6cfabc5e9436fc/,2019-06-13 15:48:16-07:00/2019-06-13 13:40:43-07:00/2019-06-13 11:57:31-07:00/2019-06-13 16:13:53-07:00/2019-06-20 16:50:07-07:00/2018-09-17 19:12:31-07:00/2018-08-31 09:18:46-07:00/,Intercept initial_state kwarg for embedding composites
Quantum Annealing,dwavesystems/dwave-system,e9fe51e68e53b966e49e29a66b5d34f6da4b28ed,2018-10-10T22:43:26Z,a342b59b1973faee92a528db7f13e2585d169a77/,2018-10-11 12:23:30-07:00/,Fix unittests in python3
Quantum Annealing,dwavesystems/dwave-system,53fb610b275845df2aa06db77536d414316c2e7c,2020-02-22T16:41:55Z,da52768099b6c6b5a01723ea2cebafcd0a047fa0/0af4d10cbf950cd6fda06098dd1c5f52547c69b3/183be60d6f132ed3714decd6bb50f101354b3337/d61a96541e97134f1d9aac28ef3542cd5137b05d/,2020-02-23 06:36:07-08:00/2020-06-11 13:38:33-07:00/2020-07-16 10:59:46-07:00/2020-03-27 10:03:47-07:00/,Clean up unit test code
